"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar productos al carrito","Agregar productos al carrito de forma exitosa","SUCCESS","2023-10-06T21:38:43.6308082-05:00[America/Bogota]","0.0","34.69"
