"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar productos al carrito","Agregar productos al carrito de forma exitosa","SUCCESS","2023-10-07T18:40:10.5769795-05:00[America/Bogota]","0.0","41.69"
